Época,Actor_Loss_Avg,Actor_Loss_Min,Actor_Loss_Max,Critic_Loss_Avg,Critic_Loss_Min,Critic_Loss_Max,Train_Rewards_Avg,Train_Rewards_Min,Train_Rewards_Max
0,-0.7016692105096267,-0.8340362806584817,-0.5518665246927879,0.008816959244367322,0.0034287993250993205,0.01664243030149128,0.6501734385965326,0.5250789153813901,0.7324335843147435
1,-0.6888483272127808,-0.8888567598462105,-0.4516058782637119,0.005603045962695614,0.002366386762005277,0.008426020927261562,0.6673641010716891,0.5355061341142715,0.7520776600299391
2,-0.6805145223125816,-0.9207436460256576,-0.36099065211415293,0.005657973109428713,0.0022900686415378005,0.008180475747212767,0.6780335133346881,0.5327503032242584,0.7707619612790544
3,-0.6800714087367058,-0.9688302824497222,-0.2868883366584778,0.005801644342923828,0.0022696702526300216,0.008444349863333627,0.6852908843782203,0.5428957790018988,0.7714060144962269
4,-0.6858780229296535,-1.019794579744339,-0.2304273293018341,0.0061081154570565566,0.0024978270118008366,0.008773737656651065,0.6924118949339434,0.5482844029436407,0.7865556280568731
5,-0.6981438522396609,-1.073803841471672,-0.18273907084017993,0.006267161142124678,0.002494106793310493,0.009846848458517342,0.6980446863919395,0.5446644305206674,0.7900397085797797
6,-0.7146169000748545,-1.1266477838754654,-0.14987094381451607,0.006509345891607518,0.0022170423648203725,0.01019539742730558,0.7045656933991247,0.5523543588939205,0.7955451545364954
7,-0.7345169519824907,-1.1754418268203735,-0.1295723624974489,0.006701273016343476,0.002296657011960633,0.010384019999764859,0.709262807427159,0.5492272721023926,0.7991338984047964
8,-0.7572665513418615,-1.224156465649605,-0.11986822425574065,0.006897286970035929,0.0022731071381713263,0.011137793664587661,0.7138396107964885,0.5604889133135155,0.8133583344567108
9,-0.7834389401588588,-1.2722218687534332,-0.11853488077968359,0.0071174411278203484,0.002085233453719411,0.012366776311770081,0.7167895215942964,0.557563456995681,0.8099804029418886
10,-0.7840275066259783,-1.2746993758678435,-0.08029114318732172,0.026166106955608122,0.007440487749408931,0.08859473450388759,0.6645282616439605,0.542714997765441,0.7553318454501139
11,-0.7972164687570824,-1.342225561618805,-0.05482033272809349,0.014689689698728034,0.004359766859794036,0.025701787651516497,0.6898878373973443,0.5535940431653253,0.77925252098606
12,-0.8107386844556078,-1.41841985309124,-0.038342602205462754,0.012783058161649388,0.00354677718388848,0.022238465385511517,0.705179134988551,0.5700694542840179,0.7931538750369893
13,-0.8287446006609069,-1.4885204864740371,-0.019926026344764976,0.011438305434415815,0.0032156299396883694,0.018300690358504654,0.7138254198336351,0.559967333624692,0.8172083701319908
14,-0.8510200600789453,-1.554025992512703,-0.02902975143212825,0.010362901920490549,0.0029740634234622122,0.017775651820003985,0.722045072697737,0.5643335480120131,0.8159582575874299
15,-0.8767891646869946,-1.6103860501050948,-0.056470521385781465,0.009563932420949276,0.0028218852919526397,0.01672386600729078,0.7268982710353538,0.5716065781347777,0.8240682106299573
16,-0.9047261656390504,-1.6666800806522368,-0.09520995875820518,0.009026998298257241,0.0029342493552248924,0.015222817823290826,0.7311272583269646,0.5811775849720549,0.8235129118445937
17,-0.9367063664024695,-1.7228397738933563,-0.1296158044859767,0.008532548582843446,0.0025371031385730022,0.014346444277558476,0.7346283599264608,0.5832132441780248,0.8261876032987516
18,-0.9702961388161405,-1.7757679023742676,-0.15855548625439406,0.008236036267604505,0.002664540266210679,0.013885005266405641,0.7394358388536156,0.5877035394477127,0.841936355669657
19,-1.005967404009588,-1.8254954451322556,-0.19251951389759778,0.00802204631423374,0.0023771846931776963,0.013867956541012973,0.7415018701617067,0.5846738699875699,0.8369015561491127
20,-1.0271204801423708,-1.8319217534065246,-0.26469423655234275,0.02413638418322953,0.006413699081051163,0.061114113812334836,0.6693635296757371,0.530963094420898,0.7498473329088449
21,-1.050507501336187,-1.8963986328840257,-0.2745873241275549,0.012880966585953136,0.003929197142249904,0.021151379814371467,0.7004832921137678,0.5737048354356595,0.7977915969315401
22,-1.079672288191691,-1.956843427658081,-0.29850179262459275,0.011378847581824812,0.0033650883630034515,0.017958822667598726,0.7172809120284225,0.5754770335779688,0.8167538539072413
23,-1.1099806350637227,-2.029173123002052,-0.32373499478399753,0.01046287856734998,0.0030925882313167677,0.016986757630482317,0.7280078227608231,0.5767685975146999,0.8337653818056706
24,-1.1416292081795631,-2.0951280641555785,-0.3536443648636341,0.009866939324824488,0.0026888231936609375,0.017487576096784325,0.7354841464120725,0.5826637679651878,0.8374196165184485
25,-1.1754848413668575,-2.1527157144546507,-0.3888693936467171,0.009380293423883268,0.002688322958536446,0.017725667279213667,0.7406046070389041,0.590562228194529,0.8425223316454049
26,-1.2122216168656945,-2.212446880817413,-0.43204103225469587,0.008974258211778944,0.0026062677962472663,0.017627750226296486,0.7454966272366481,0.5939827995529112,0.8466777473794952
27,-1.2502646847359837,-2.2679139449596404,-0.48680670401453974,0.00868670573575655,0.002802109193056822,0.017139911723788828,0.7494248615098307,0.5959221901759718,0.8558726092550897
28,-1.2893176152065398,-2.3170042231082917,-0.5390747030079365,0.008447046522481832,0.0029601170570822434,0.01656920410040766,0.7523118009907583,0.6008046286900385,0.8573224660189948
29,-1.3289808959767222,-2.3613863716125487,-0.5745104701519013,0.008297729204178905,0.0033033668408170343,0.015612635638564826,0.7534124668676061,0.5945408282263215,0.8587505998472416
30,-1.3539532369934022,-2.347780015349388,-0.5962004788815976,0.023833678360929478,0.009430004191119223,0.04217948247678578,0.6769238857786937,0.5316952178291603,0.7805982064466253
31,-1.3789059182420373,-2.381458540439606,-0.6114264863729477,0.012849727412889478,0.005488999335560948,0.02197211553994566,0.7100742458847228,0.5667530821673793,0.8175326637882804
32,-1.4103137249961495,-2.4036633377075196,-0.6380483834147453,0.011263882423631731,0.004615148229640908,0.019967040238901973,0.7291898436318325,0.5830683661388404,0.8338865678741662
33,-1.4415415029749274,-2.455049958229065,-0.6606938218474389,0.010360710805852432,0.004389277328853495,0.0194980445811525,0.739000236664453,0.5858434858453306,0.8461040972121928
34,-1.4729963498666883,-2.508778457403183,-0.695499513566494,0.009688398386858171,0.003806803562445566,0.018714445013552905,0.7458181109869988,0.5947617958884126,0.8579462347765945
35,-1.5059807371050122,-2.5619572649002076,-0.7381190163493156,0.00922062517372833,0.00340397262154147,0.018373606993816793,0.7517052634139637,0.5971618821984782,0.8589134939976091
36,-1.5405701836571097,-2.599267993450165,-0.7929950092434883,0.008771490269529749,0.0031892496530199423,0.018270495678763838,0.755684897202016,0.5992853899726277,0.8577064792801439
