Época,Actor_Loss_Avg,Actor_Loss_Min,Actor_Loss_Max,Critic_Loss_Avg,Critic_Loss_Min,Critic_Loss_Max,Train_Rewards_Avg,Train_Rewards_Min,Train_Rewards_Max
37,-1.576299922789633,-2.625411453485489,-0.8292200632095337,0.00839742830034229,0.0030336617439752443,0.017696704363916068,0.7587217520006168,0.600981590467688,0.8600812824520474
38,-1.61365316580683,-2.6555365545749665,-0.858079494535923,0.00800916039008007,0.0027909003550885244,0.01737606724957004,0.7605325077316432,0.6013380337391518,0.8626107691793077
39,-1.6501366913869977,-2.6828004755973818,-0.8893263700008393,0.007789164103346411,0.0028444357591215523,0.016313956537749617,0.761656584020004,0.6021335524797916,0.8638527726286784
40,-1.6879642200887204,-2.717675668358803,-0.9745343044996262,0.02598246117661765,0.008438357256236486,0.049244310655631125,0.6722244126933532,0.5478513026977208,0.7573045519662224
41,-1.708379014739394,-2.7492558207511903,-1.0167882824540138,0.012888013936890638,0.0042717578777810555,0.026893309383653103,0.7090092278123074,0.566069534148722,0.7985780070407682
42,-1.7361641343161467,-2.777320336341858,-1.0433546233177184,0.011249889241094935,0.003645550047978759,0.024931640311144292,0.7284194009614973,0.5796967422643617,0.8237956548698839
43,-1.764156620140374,-2.81494513964653,-1.0524975376725196,0.010271226441720502,0.00344786805275362,0.02541666246112436,0.7408740771619775,0.5819077678587905,0.8344190755202205
44,-1.7916141431927677,-2.8515889449119567,-1.066374775648117,0.009582041265821318,0.0030791449889075013,0.025556079381145538,0.7485583205601614,0.5957313932271975,0.8484289542817162
45,-1.8191663363248112,-2.8808206946849824,-1.0855152850151062,0.009027360207313904,0.002876249562134035,0.0247944518532604,0.7548403301243546,0.5961333579075894,0.8558647753701517
46,-1.8465749095112085,-2.907318561553955,-1.1079435974359513,0.00861732946656266,0.002607284154568333,0.024315559281036257,0.7594292110197226,0.5996753733717546,0.8572304415912347
47,-1.8762202304214237,-2.9334020671844483,-1.138720548272133,0.00824260529025778,0.0024583401439595034,0.0239191140094772,0.7622269240723387,0.5980248504731482,0.8605677289982944
48,-1.9055431646496062,-2.9545585787296296,-1.1682476997375488,0.007998149359565287,0.0025464676783885807,0.0239969081254676,0.7639471398364883,0.6042081660394172,0.8652044319907769
49,-1.936818204447627,-2.9704616346359254,-1.203499817609787,0.007703168604968233,0.0024558493479853497,0.022373592557385562,0.7669475178906795,0.6085406891844835,0.8606854973055186
50,-1.9729999573469161,-2.9747300419807434,-1.229866124033928,0.02710406316652079,0.010367594165727497,0.06564220982883126,0.678960132197904,0.5470135390564391,0.788712329278748
51,-1.9953765951097011,-3.001587529182434,-1.2657385197877884,0.012908471206788091,0.00488779705343768,0.028619886837899684,0.7161575070291063,0.5686003177898253,0.8389487805661652
52,-2.023117331945896,-3.0229736263751983,-1.2986385134458542,0.011004768229468028,0.004136924394755624,0.02327374286390841,0.7343296327538184,0.5804337642983467,0.8448401744653508
53,-2.052065846312046,-3.048834619522095,-1.3327480329275132,0.009936759245197754,0.0034710996448993683,0.020356354649178683,0.7465609483862781,0.5880553110594937,0.8526465789194145
54,-2.078867126360536,-3.069343386888504,-1.3686511293649672,0.009196640021039638,0.003431714537204243,0.017093784580472858,0.7533233571187107,0.5958071776628446,0.8615744172771665
55,-2.104824001899362,-3.08598433804512,-1.3906616070270539,0.00857639255352551,0.003096211598603986,0.015335046661552042,0.7596331914019645,0.6071603420437532,0.8653590839229124
56,-2.131523844528198,-3.1058617460727693,-1.4118756704330444,0.008095494963039527,0.0030218732324428857,0.013691292341798543,0.7639137724432532,0.5984283614026774,0.8680713975759445
57,-2.158738875389099,-3.1220432946681975,-1.436257604122162,0.007728988562925951,0.00277824512636289,0.012844353009015323,0.7657215094326194,0.5999260149742645,0.8629755269402283
58,-2.1867555379390717,-3.136302638530731,-1.4656793541908264,0.007448275264585391,0.00309015278541483,0.01247135919937864,0.7691942019296822,0.605600396494916,0.866908749060365
59,-2.216072091984749,-3.150211753606796,-1.4975779398679734,0.007243991596906562,0.0029835642483085393,0.011236783806234598,0.770773162733492,0.6123629431431762,0.8706121827329012
60,-2.2547619641423227,-3.1866836631298066,-1.573221372127533,0.027785885411250637,0.01081325664743781,0.06776942629553377,0.6799860621959651,0.5505515644067505,0.7625842861163492
61,-2.269796318224073,-3.2040847926139833,-1.5946405519247056,0.012515271913679316,0.004696532929199747,0.02078838452277705,0.7170507011276664,0.5788247433831224,0.80139381275298
62,-2.2931750192433595,-3.225883222103119,-1.617348203778267,0.010671597667536116,0.004009367507533171,0.017559124765451996,0.7391417980034944,0.591030132253297,0.8375517457509339
63,-2.3169663398444653,-3.2510241112709046,-1.6338640388250352,0.00958872273133311,0.00358810320077464,0.01577619034377858,0.7505441708701452,0.5975799369778924,0.8550722517029492
64,-2.340451834478974,-3.2721080005168917,-1.632180258512497,0.00879518787136767,0.0032333017068449407,0.01416613576002419,0.7561611555236156,0.5998936703528612,0.8566094198891474
65,-2.3624611063659193,-3.290491983175278,-1.6328473640680312,0.008328619646685546,0.0028838642658665778,0.013416832877323032,0.7617115992979139,0.603353815930901,0.8652715418934697
66,-2.386411121511459,-3.3114238049983977,-1.6441732486486436,0.007836287504305072,0.0026083999784314075,0.012608175987377762,0.7661577938950439,0.6090097641192729,0.8689885453907671
67,-2.411520403030514,-3.328643372297287,-1.6673654245138168,0.007547933210199699,0.002429356448119506,0.011487340952269732,0.7688666604276583,0.61287354423185,0.8719968942435413
68,-2.4374280729562043,-3.3469622843265534,-1.7005550639629363,0.007262925990093208,0.002379325671296101,0.010703205010853707,0.7720112879884565,0.60954905050595,0.8734803659393771
69,-2.464899241563678,-3.366462363958359,-1.739345520734787,0.007060135179827921,0.0023138658155803567,0.01007317946664989,0.7732579413565815,0.6032125040850594,0.8750288811370283
70,-2.497912485158443,-3.377940149784088,-1.7545163197517395,0.0256064544322784,0.00742208180623129,0.048132023113779725,0.6791794920115297,0.5477740771503741,0.7992736829360918
71,-2.512303220638633,-3.389578781604767,-1.776571832060814,0.01220692129249801,0.0038593589174561204,0.017570789749734105,0.7210248324629044,0.5832237042398628,0.8346636582411333
72,-2.5345115103125573,-3.4067773320674894,-1.7915499132871628,0.010462992190997465,0.0031058511390583588,0.014729846069589258,0.7432617247914599,0.5941138515196581,0.847193255555297
73,-2.5563691253125667,-3.4210495355129242,-1.805803929567337,0.009546010503414437,0.0030462529507931323,0.013546528203412891,0.7543316447817846,0.5980393275534214,0.8523437768776844
74,-2.5786249372035264,-3.4349654853343963,-1.8224728059768678,0.008959785604690842,0.0026641544593148866,0.013168495738413185,0.7605414778049916,0.5966985965962467,0.8579606605220707
75,-2.6005367748796937,-3.4505714874267577,-1.8367468396425246,0.00847893165196292,0.002505297427880578,0.012203415472526104,0.7668393154561359,0.6040049306064728,0.8697461946227552
76,-2.6231208161979915,-3.465599765300751,-1.8546080043315887,0.007954612420550258,0.0024798035839921793,0.011906731097958981,0.7707737810793331,0.6107724984346371,0.8658764860800235
77,-2.6467047346413137,-3.481910490989685,-1.8776494870185851,0.007603652458552096,0.002353396609891206,0.010835794016718865,0.7741707109348058,0.6052368026013453,0.8758287313823666
78,-2.6718974280983208,-3.5008391852378846,-1.9037535156011582,0.007337151051430554,0.002359841859608423,0.01050444219680503,0.7752649964683895,0.6101284543418543,0.8756367677712967
79,-2.6978360882252455,-3.519324581861496,-1.929082161426544,0.00705085405359714,0.0024054375842097217,0.010002576985396444,0.7774191160890436,0.6049624039225087,0.8734773191407766
80,-2.74045096658132,-3.534855775117874,-1.9549005986452104,0.02580909352080944,0.008872428874252365,0.04601931113936007,0.6824615451314207,0.5404409804505592,0.7917743077281635
81,-2.754106409048423,-3.53761070895195,-1.9678504705429076,0.012014681454046439,0.0041609822754981,0.019443343019578604,0.7227378560845007,0.5578240836937829,0.8144161726273117
82,-2.7758049340064708,-3.5552697937488555,-1.9709158343076707,0.010305594022576815,0.003526416193577461,0.016143126225098968,0.744165495514925,0.5894432809517854,0.846444562103748
83,-2.7989387651345665,-3.572742684364319,-1.980813959121704,0.009412251539955226,0.0030330860763788225,0.014587242166511714,0.7544896200922826,0.5952099821372583,0.8469162064514335
84,-2.8210115820597377,-3.5948247706890104,-1.98924984228611,0.008792320978899414,0.0028688374183839186,0.014493870185222477,0.7624591763005578,0.5973020478110347,0.8595397663434778
85,-2.843592519240502,-3.611180961370468,-2.0007538883686067,0.008394896956427823,0.0027272121457499452,0.014005525076761841,0.7692196750931648,0.5958253595192697,0.8623689809942158
86,-2.8661599039695207,-3.630444067001343,-2.0253619583845137,0.007946144743346406,0.002540354145632591,0.013495048283599317,0.7734415353048668,0.6055833717600745,0.8779074939939968
87,-2.890788534133862,-3.6467195856571197,-2.055165783762932,0.007635434362119458,0.002361808810441289,0.012541707191616297,0.7772081933138819,0.6068610040822447,0.8785298712203065
88,-2.9157899976938197,-3.6667239294052125,-2.078226244211197,0.007351225527195939,0.002268323685857467,0.013009445957373827,0.7787271624914681,0.6015101984235919,0.8802928341557158
89,-2.9408749900934024,-3.690375878095627,-2.097876444220543,0.0071023317977915905,0.002089728014630964,0.012442856042645872,0.7817011651182149,0.6065348109841161,0.8813537683022148
90,-2.975564082782609,-3.695442363023758,-2.131890147924423,0.025644795242906544,0.0066038853613426905,0.05145299514848739,0.6816669321753661,0.5385612254708604,0.7859853870903695
91,-2.9867038301263538,-3.7196339256763458,-2.141595499277115,0.011990995556358913,0.0036137477938318627,0.01903795172134414,0.7251718645579345,0.5762659212269431,0.8352154004677304
92,-3.0087760422366,-3.7461213676929472,-2.1625458917617797,0.010245686853076664,0.0030224325747112745,0.016674586191307753,0.7482701745024347,0.5930407486906334,0.8537823791902681
93,-3.0316666758877893,-3.7723530356884,-2.1828983130455017,0.009185010012199303,0.002649804582702927,0.014400342617649584,0.7619584314526939,0.5969520299952613,0.8693735544710428
94,-3.0545952815123965,-3.7972307033538817,-2.198256938457489,0.008421911706451127,0.0025294886769843287,0.01378803094383329,0.7715876850543251,0.6002146478061021,0.8713833853273443
95,-3.0773076180458068,-3.8214706699848175,-2.2176204812526703,0.00781030342518851,0.002090995085251052,0.01269026907789521,0.7758798388352434,0.6019415939416556,0.8740191849460105
96,-3.1002793910299027,-3.843547494649887,-2.2361539549827576,0.007471077676621332,0.00206594745721668,0.012336690206080676,0.7793125513064694,0.6004751183166783,0.8738150583517075
97,-3.123688966594423,-3.863488534450531,-2.2536565299034117,0.007049391735629512,0.0019954936729045586,0.010879225068958475,0.7823857781191931,0.6093431614172845,0.8728670991576776
98,-3.1481507270404276,-3.8857365946769713,-2.2721434996128083,0.006817736316224494,0.0019528219905914738,0.01094785491656512,0.7854015636134938,0.610827353310176,0.8802188095063075
99,-3.172751568596704,-3.901847207546234,-2.290796796798706,0.006644676458968649,0.0019590493309078736,0.011267741777701304,0.7868352181800349,0.6040718138948302,0.882160849221375
100,-3.190109064996243,-3.9211803174018858,-2.3254854032993317,0.02666603448484758,0.007478677810169756,0.05190343783423305,0.6783802179064037,0.5388584551094386,0.7548113596173982
101,-3.202367170010294,-3.9474715251922605,-2.3502619915008545,0.01194054169930002,0.0033577600062126294,0.017910477409139276,0.72276799670993,0.5741335959374022,0.8223541746253449
102,-3.223857231855392,-3.958000334024429,-2.3817359302043917,0.010117680123689103,0.002765271028096322,0.01512748445570469,0.7477129213095924,0.5895775140180658,0.8615968129141723
103,-3.246109654928957,-3.972084879398346,-2.4036253237724305,0.009136124252755378,0.0024575337914866397,0.013987421803642064,0.7601968653686006,0.5926425638874201,0.8696247824767761
104,-3.268148243835994,-3.996301373243332,-2.4301098659038542,0.008429568809656693,0.0023281965556088834,0.012903427095618099,0.7700497742330833,0.6013984537665953,0.877482293810273
105,-3.290679969404425,-4.017248466491699,-2.4514460146427153,0.008034451653376372,0.0022336608959012665,0.012672878079582006,0.7749676280172725,0.6033695246659684,0.8731098503122239
106,-3.3125566368273334,-4.037074964761734,-2.469345555305481,0.007521565080223289,0.0020954843571526,0.01132799764862284,0.779067756081296,0.6006910659701152,0.8821334620893233
107,-3.333788761820112,-4.0545215301513675,-2.4852611439228056,0.007194209662787865,0.0020635219783871435,0.010587922987295315,0.782382902518715,0.5995768577324734,0.8808788748227002
108,-3.3557234035815506,-4.072764981746674,-2.5031803996562956,0.006976565804342889,0.002045186776085757,0.010204948482569308,0.7853932626431366,0.6022402378549009,0.8846282657638003
109,-3.3784002901826584,-4.096370183944702,-2.52269663977623,0.006716136459789206,0.0018834232938243077,0.0094204074870795,0.7877071989170287,0.6143849257896615,0.8821228661235987
110,-3.4145402863311767,-4.122935678243637,-2.5666708323955536,0.024064520116751083,0.0082879457421368,0.03480474156793207,0.6798822281625848,0.5311442662661242,0.7806131465319629
111,-3.4277717822170257,-4.143438436031341,-2.577017370223999,0.012054866907903925,0.003748652566224337,0.01701900577126071,0.7233143567291497,0.5719449041788676,0.8188764356717236
112,-3.447964015083313,-4.172897030353546,-2.6017988910675047,0.010223261541202663,0.002999091773992404,0.014393318560905755,0.7494109135145467,0.5858207256516057,0.850428049814474
113,-3.4679689857673646,-4.205076640605927,-2.6206264634132386,0.009232730028973892,0.0027690970114199443,0.012976685279980301,0.7611690242964887,0.5815764629224768,0.8682622486525516
114,-3.488673036499023,-4.237769287586212,-2.6363966693878176,0.008614054633085616,0.0024889318734640257,0.012630973315099254,0.7713287468718241,0.5942358426097079,0.8787281212906644
115,-3.508998225927353,-4.264005519390106,-2.6455100393295288,0.008145871051417198,0.0024783336873515508,0.012448719297535717,0.7760084936369708,0.5990629265019789,0.8780061467918444
116,-3.5290215834712977,-4.288222782611847,-2.6599233911037445,0.007654246032296213,0.0023560698889195917,0.012092126259813086,0.7811763047370853,0.6059812658310503,0.8798480082936213
117,-3.548508042917252,-4.313192184448242,-2.6684784412384035,0.007344141001361422,0.002377504610689357,0.012220573200145737,0.7838849159721474,0.6114126032485088,0.8913886746907085
118,-3.5687222155952454,-4.336130973339081,-2.682689748764038,0.007074885244918987,0.0022760660581989216,0.011964196725282818,0.7857016414778925,0.61347557122728,0.8943486635385319
119,-3.5888413700103756,-4.356159522056579,-2.697332128047943,0.006875184170368592,0.0020815875288681127,0.011656855140812696,0.7882418822501847,0.6115952535811306,0.8903151249214316
120,-3.6945193030357357,-4.362934888124466,-2.7075485937595367,0.024650327752495656,0.014975634441711008,0.0480097032180056,0.6925655563140253,0.548914764511803,0.7968032919933833
121,-3.706183188652992,-4.3924759249687195,-2.714442420005798,0.012323223608359694,0.008264591224258766,0.018681166686117648,0.7405565441960029,0.5666881053081756,0.8342163666843777
122,-3.72282161899805,-4.417955114364624,-2.724695638656616,0.010483843472367152,0.007120072818361222,0.016323083752300592,0.7636995449837218,0.5893089860675429,0.8621405599970643
123,-3.741539254736901,-4.441787108421326,-2.7384789037704467,0.009439812331972644,0.006107001458061859,0.014349515255074947,0.7771209273426589,0.6035926491983845,0.865214038309914
124,-3.760758640372753,-4.462712693214416,-2.7534157457351687,0.008779555754654575,0.005596024255733937,0.013880039300769568,0.7854422876716345,0.6021953760148886,0.8831995262203245
125,-3.780178742051125,-4.485381185531616,-2.7645291962623597,0.008192700908327244,0.005403177796164528,0.0134862786908634,0.7923876403046162,0.6080215596302635,0.8861311784694579
126,-3.7989965844631195,-4.5082820711135865,-2.7794834909439086,0.007787108550424455,0.004588473637122661,0.012407128462567925,0.796147270109661,0.6106949435001805,0.8821229530263222
127,-3.8184262441754333,-4.52845138835907,-2.7968305423259734,0.007393161006743321,0.004512296195724048,0.011656693414319307,0.7985549790677415,0.612492513231278,0.8823979811412211
128,-3.8383337065577505,-4.548126796245575,-2.8157572438716887,0.007144828146958026,0.004327597367111594,0.011709847912658005,0.8011346764145658,0.6133857172117632,0.8886141611309994
129,-3.8577755890369416,-4.5669520463943485,-2.831878326177597,0.006954693232872523,0.004241170106688515,0.01085039421613328,0.8005455918069421,0.6083627009414835,0.8882194028860247
130,-3.9354472222328183,-4.55822388958931,-3.0264846239089964,0.02746879997157181,0.01599560567503795,0.05645197322312742,0.7115003585431369,0.6215666189005967,0.7701885638947159
131,-3.9526829883893333,-4.58733572769165,-3.0384826090335846,0.011984596317804729,0.006969423439353704,0.016070036044344305,0.7612316697444672,0.6616425248138964,0.8311955660126964
132,-3.972921878989538,-4.601023283004761,-3.0610700206756594,0.010374934826884417,0.006228823072742671,0.014282392017077655,0.7805051152948617,0.6600355080100611,0.858453241116275
133,-3.994791595681508,-4.6222977843284605,-3.079140457391739,0.009468703499863234,0.005781046206946485,0.013436274998355657,0.7961865573380931,0.6889092476584497,0.8839503681157556
134,-4.016277504428228,-4.647044538974762,-3.1048758685588838,0.008626525755017064,0.005727022176957689,0.012308823333587498,0.8026090301476602,0.6875362307731352,0.8917246018799481
135,-4.036727996905646,-4.671263317584992,-3.125781748533249,0.008130137979712647,0.005593263398855924,0.011363203319255263,0.8081780538943956,0.6945166282508717,0.8903188609193105
136,-4.057163050270081,-4.691467678546905,-3.1510060398578643,0.007806907264298448,0.005383074050652794,0.011541712029837071,0.8129830789293598,0.7004009089690194,0.9024331876898868
137,-4.0776382151921595,-4.7145299606323245,-3.171955384016037,0.00741893101321378,0.004910520300269127,0.010800538974814117,0.815898733821668,0.6925386633030223,0.9077724017874867
138,-4.0984480479717265,-4.733185545921326,-3.201358459711075,0.007275093544026217,0.004796920045162551,0.01076248780451715,0.8184540103971483,0.7090584026809491,0.8989360925835226
139,-4.118789178816477,-4.752223558425904,-3.2222169733047483,0.0071095258684440825,0.004606014830525964,0.010521307206014172,0.8196414056535573,0.7120935796903278,0.9036260148198102
140,-4.136892938216527,-4.720454398870468,-3.6143010029792784,0.031158941627945753,0.016797835521865635,0.05112106997333467,0.6978726064259342,0.5894805101724837,0.7901739535363086
141,-4.148586023357179,-4.749621573925018,-3.6339425811767576,0.012862590206657639,0.00856807007966563,0.019214805842377246,0.745376856046605,0.6571475103751339,0.8403840797844437
142,-4.164976676358117,-4.772128622055054,-3.6456450772285462,0.010752839844544523,0.007513398069888353,0.016434207070153205,0.770848059152087,0.6679503215911339,0.8694148499960251
143,-4.182060062461429,-4.798557483673096,-3.662729254245758,0.009740524035050636,0.006956122105708346,0.014803693300113082,0.7846851636732476,0.6892160371448531,0.8755941712923975
144,-4.200954846488105,-4.824441060066223,-3.6790703501701354,0.008947327597894602,0.00664250481990166,0.012820678723510354,0.7931111183685622,0.7039566174252745,0.8848236195346693
145,-4.220379441552691,-4.84960999917984,-3.688937236070633,0.008353870959771383,0.006134887747466564,0.012015253353398293,0.8002375107282901,0.7026990972809978,0.8963006614201218
146,-4.238692706399494,-4.8763911652565,-3.6992269859313964,0.007912565834445155,0.005804111943114549,0.012023395424243064,0.8046838552791704,0.7085270406832195,0.8982253899234277
147,-4.256774465852313,-4.899854605197906,-3.711241766214371,0.007543517263412165,0.005897336155292578,0.01099312796164304,0.8051590631661538,0.7060894141186903,0.903432852757609
148,-4.2743363960584,-4.923030319213868,-3.7197432923316955,0.007320499418794902,0.005653802472283132,0.0100017811965663,0.8071932648553735,0.7110029972676244,0.8990721378343233
149,-4.291870411793391,-4.947611249446869,-3.732250850915909,0.007089918195670988,0.0054362620929023255,0.009988894555717706,0.8102427666161537,0.7118916542831691,0.907273156998589
150,-4.298211158335209,-4.958682950258255,-4.00603137755394,0.030930497068795373,0.02010302368272096,0.038099800954572854,0.7012934121736282,0.6633749861603842,0.751135847237249
151,-4.301446738004684,-4.972310823917389,-3.9979630262851713,0.012905024437000975,0.010803184599149971,0.01696452447026968,0.7536492312933322,0.6723081141415749,0.8467416758264907
152,-4.312215552210808,-4.987168780326844,-3.9973853578567504,0.010889985540474299,0.008649348506936803,0.01476990675367415,0.7724116122759828,0.7047719053816746,0.8636279585216418
153,-4.327202047348022,-5.002879790306091,-4.00429251241684,0.0098166132249753,0.0077069184726569805,0.013309298569569365,0.7900455472384095,0.7310941340008155,0.8773183221120362
154,-4.34418762743473,-5.019589963436126,-4.017602159738541,0.0089285061188275,0.007202467358671129,0.011601251387037336,0.793935969954754,0.7396602176945639,0.8739968082175371
155,-4.357874661624432,-5.037372315883636,-4.025010123491287,0.008326375124102923,0.006672359037678688,0.010948163372930138,0.8022117177594331,0.7432120913359345,0.8845067189037568
156,-4.3731399447321895,-5.052217009544372,-4.035384278059006,0.0076936157377786,0.006247406654758379,0.010309982101432979,0.8006495538377402,0.7435084723777022,0.8826470252539039
157,-4.385641579806805,-5.063100925445557,-4.041178600072861,0.0074106651962501935,0.006252329323673621,0.00942280271439813,0.8022208846804693,0.7493466479871657,0.887701834681044
158,-4.400756281554699,-5.077371442317963,-4.05302296948433,0.007093662494444288,0.005739551270147786,0.009171720045153051,0.8059958220378449,0.7515020578103099,0.8827589472832251
159,-4.416348945200443,-5.092000781536102,-4.064586190938949,0.006977208834490739,0.005699531762395054,0.008979177366476507,0.8091307903062639,0.7607926200705533,0.892605955738807
160,-4.442310590684414,-5.11076055431366,-4.133788478851319,0.026387431713344997,0.0179008915189188,0.03788456910196692,0.7202564486784512,0.6769506288989119,0.796783901252205
161,-4.449283109366894,-5.1278618493080135,-4.102863065481186,0.011265906601212919,0.008967545329360291,0.01569276911718771,0.7581845063995368,0.6944618350900157,0.834333215992576
